Type_of_Event,Year_of_Death,Residence_or_Place_of_Death,County_of_Residence,Age,Veteran_Status,Total_Deaths,Last_Data_Refresh
Death,2018,Place of Residence,Lake,1 - 4 years,No,<11,06/10/2021
Death,2018,Place of Residence,Lake,1 - 4 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Lake,1 - 4 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Lake,5 - 9 years,No,0,06/10/2021
Death,2018,Place of Residence,Lake,5 - 9 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Lake,5 - 9 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Lake,10 - 14 years,No,0,06/10/2021
Death,2018,Place of Residence,Lake,10 - 14 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Lake,10 - 14 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Lake,15 - 19 years,No,0,06/10/2021
Death,2018,Place of Residence,Lake,15 - 19 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Lake,15 - 19 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Lake,20 - 24 years,No,<11,06/10/2021
Death,2018,Place of Residence,Lake,20 - 24 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Lake,20 - 24 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Lake,25 - 29 years,No,<11,06/10/2021
Death,2018,Place of Residence,Lake,25 - 29 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Lake,25 - 29 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Lake,30 - 34 years,No,<11,06/10/2021
Death,2018,Place of Residence,Lake,30 - 34 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Lake,30 - 34 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Lake,35 - 39 years,No,12,06/10/2021
Death,2018,Place of Residence,Lake,35 - 39 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Lake,35 - 39 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Lake,40 - 44 years,No,16,06/10/2021
Death,2018,Place of Residence,Lake,40 - 44 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Lake,40 - 44 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Lake,45 - 49 years,No,17,06/10/2021
Death,2018,Place of Residence,Lake,45 - 49 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Lake,45 - 49 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Lake,50 - 54 years,No,30,06/10/2021
Death,2018,Place of Residence,Lake,50 - 54 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Lake,50 - 54 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Lake,55 - 59 years,No,54,06/10/2021
Death,2018,Place of Residence,Lake,55 - 59 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Lake,55 - 59 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Lake,60 - 64 years,No,75,06/10/2021
Death,2018,Place of Residence,Lake,60 - 64 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Lake,60 - 64 years,Yes,13,06/10/2021
Death,2018,Place of Residence,Lake,65 - 69 years,No,89,06/10/2021
Death,2018,Place of Residence,Lake,65 - 69 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Lake,65 - 69 years,Yes,23,06/10/2021
Death,2018,Place of Residence,Lake,70 - 74 years,No,77,06/10/2021
Death,2018,Place of Residence,Lake,70 - 74 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Lake,70 - 74 years,Yes,33,06/10/2021
Death,2018,Place of Residence,Lake,75 - 79 years,No,50,06/10/2021
Death,2018,Place of Residence,Lake,75 - 79 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Lake,75 - 79 years,Yes,33,06/10/2021
Death,2018,Place of Residence,Lake,80 - 84 years,No,69,06/10/2021
Death,2018,Place of Residence,Lake,80 - 84 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Lake,80 - 84 years,Yes,25,06/10/2021
Death,2018,Place of Residence,Lake,85 - 89 years,No,57,06/10/2021
Death,2018,Place of Residence,Lake,85 - 89 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Lake,85 - 89 years,Yes,34,06/10/2021
Death,2018,Place of Residence,Lake,90 - 94 years,No,48,06/10/2021
Death,2018,Place of Residence,Lake,90 - 94 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Lake,90 - 94 years,Yes,24,06/10/2021
Death,2018,Place of Residence,Lake,95 - 99 years,No,18,06/10/2021
Death,2018,Place of Residence,Lake,95 - 99 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Lake,95 - 99 years,Yes,11,06/10/2021
Death,2018,Place of Residence,Lake,100 years and over,No,<11,06/10/2021
Death,2018,Place of Residence,Lake,100 years and over,Unknown,0,06/10/2021
Death,2018,Place of Residence,Lake,100 years and over,Yes,<11,06/10/2021
Death,2018,Place of Residence,Lassen,Less than 1 year,No,<11,06/10/2021
Death,2018,Place of Residence,Lassen,Less than 1 year,Unknown,0,06/10/2021
Death,2018,Place of Residence,Lassen,Less than 1 year,Yes,0,06/10/2021
Death,2018,Place of Residence,Lassen,1 - 4 years,No,0,06/10/2021
Death,2018,Place of Residence,Lassen,1 - 4 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Lassen,1 - 4 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Lassen,5 - 9 years,No,0,06/10/2021
Death,2018,Place of Residence,Lassen,5 - 9 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Lassen,5 - 9 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Lassen,10 - 14 years,No,<11,06/10/2021
Death,2018,Place of Residence,Lassen,10 - 14 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Lassen,10 - 14 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Lassen,15 - 19 years,No,0,06/10/2021
Death,2018,Place of Residence,Lassen,15 - 19 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Lassen,15 - 19 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Lassen,20 - 24 years,No,<11,06/10/2021
Death,2018,Place of Residence,Lassen,20 - 24 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Lassen,20 - 24 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Lassen,25 - 29 years,No,<11,06/10/2021
Death,2018,Place of Residence,Lassen,25 - 29 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Lassen,25 - 29 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Lassen,30 - 34 years,No,<11,06/10/2021
Death,2018,Place of Residence,Lassen,30 - 34 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Lassen,30 - 34 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Lassen,35 - 39 years,No,<11,06/10/2021
Death,2018,Place of Residence,Lassen,35 - 39 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Lassen,35 - 39 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Lassen,40 - 44 years,No,<11,06/10/2021
Death,2018,Place of Residence,Lassen,40 - 44 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Lassen,40 - 44 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Lassen,45 - 49 years,No,<11,06/10/2021
Death,2018,Place of Residence,Lassen,45 - 49 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Lassen,45 - 49 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Lassen,50 - 54 years,No,<11,06/10/2021
Death,2018,Place of Residence,Lassen,50 - 54 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Lassen,50 - 54 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Lassen,55 - 59 years,No,<11,06/10/2021
Death,2018,Place of Residence,Lassen,55 - 59 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Lassen,55 - 59 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Lassen,60 - 64 years,No,12,06/10/2021
Death,2018,Place of Residence,Lassen,60 - 64 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Lassen,60 - 64 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Lassen,65 - 69 years,No,18,06/10/2021
Death,2018,Place of Residence,Lassen,65 - 69 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Lassen,65 - 69 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Lassen,70 - 74 years,No,22,06/10/2021
Death,2018,Place of Residence,Lassen,70 - 74 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Lassen,70 - 74 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Lassen,75 - 79 years,No,30,06/10/2021
Death,2018,Place of Residence,Lassen,75 - 79 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Lassen,75 - 79 years,Yes,12,06/10/2021
Death,2018,Place of Residence,Lassen,80 - 84 years,No,16,06/10/2021
Death,2018,Place of Residence,Lassen,80 - 84 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Lassen,80 - 84 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Lassen,85 - 89 years,No,18,06/10/2021
Death,2018,Place of Residence,Lassen,85 - 89 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Lassen,85 - 89 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Lassen,90 - 94 years,No,15,06/10/2021
Death,2018,Place of Residence,Lassen,90 - 94 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Lassen,90 - 94 years,Yes,13,06/10/2021
Death,2018,Place of Residence,Lassen,95 - 99 years,No,<11,06/10/2021
Death,2018,Place of Residence,Lassen,95 - 99 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Lassen,95 - 99 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Lassen,100 years and over,No,<11,06/10/2021
Death,2018,Place of Residence,Lassen,100 years and over,Unknown,0,06/10/2021
Death,2018,Place of Residence,Lassen,100 years and over,Yes,0,06/10/2021
Death,2018,Place of Residence,Los Angeles,Less than 1 year,No,437,06/10/2021
Death,2018,Place of Residence,Los Angeles,Less than 1 year,Unknown,0,06/10/2021
Death,2018,Place of Residence,Los Angeles,Less than 1 year,Yes,0,06/10/2021
Death,2018,Place of Residence,Los Angeles,1 - 4 years,No,76,06/10/2021
Death,2018,Place of Residence,Los Angeles,1 - 4 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Los Angeles,1 - 4 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Los Angeles,5 - 9 years,No,43,06/10/2021
Death,2018,Place of Residence,Los Angeles,5 - 9 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Los Angeles,5 - 9 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Los Angeles,10 - 14 years,No,67,06/10/2021
Death,2018,Place of Residence,Los Angeles,10 - 14 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Los Angeles,10 - 14 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Los Angeles,15 - 19 years,No,208,06/10/2021
Death,2018,Place of Residence,Los Angeles,15 - 19 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Los Angeles,15 - 19 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Los Angeles,20 - 24 years,No,454,06/10/2021
Death,2018,Place of Residence,Los Angeles,20 - 24 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Los Angeles,20 - 24 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Los Angeles,25 - 29 years,No,636,06/10/2021
Death,2018,Place of Residence,Los Angeles,25 - 29 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Los Angeles,25 - 29 years,Yes,13,06/10/2021
Death,2018,Place of Residence,Los Angeles,30 - 34 years,No,675,06/10/2021
Death,2018,Place of Residence,Los Angeles,30 - 34 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Los Angeles,30 - 34 years,Yes,20,06/10/2021
Death,2018,Place of Residence,Los Angeles,35 - 39 years,No,835,06/10/2021
Death,2018,Place of Residence,Los Angeles,35 - 39 years,Unknown,17,06/10/2021
Death,2018,Place of Residence,Los Angeles,35 - 39 years,Yes,26,06/10/2021
Death,2018,Place of Residence,Los Angeles,40 - 44 years,No,942,06/10/2021
Death,2018,Place of Residence,Los Angeles,40 - 44 years,Unknown,21,06/10/2021
Death,2018,Place of Residence,Los Angeles,40 - 44 years,Yes,28,06/10/2021
Death,2018,Place of Residence,Los Angeles,45 - 49 years,No,1492,06/10/2021
Death,2018,Place of Residence,Los Angeles,45 - 49 years,Unknown,51,06/10/2021
Death,2018,Place of Residence,Los Angeles,45 - 49 years,Yes,40,06/10/2021
Death,2018,Place of Residence,Los Angeles,50 - 54 years,No,2259,06/10/2021
Death,2018,Place of Residence,Los Angeles,50 - 54 years,Unknown,82,06/10/2021
Death,2018,Place of Residence,Los Angeles,50 - 54 years,Yes,91,06/10/2021
Death,2018,Place of Residence,Los Angeles,55 - 59 years,No,3296,06/10/2021
Death,2018,Place of Residence,Los Angeles,55 - 59 years,Unknown,121,06/10/2021
Death,2018,Place of Residence,Los Angeles,55 - 59 years,Yes,192,06/10/2021
Death,2018,Place of Residence,Los Angeles,60 - 64 years,No,4222,06/10/2021
Death,2018,Place of Residence,Los Angeles,60 - 64 years,Unknown,193,06/10/2021
Death,2018,Place of Residence,Los Angeles,60 - 64 years,Yes,337,06/10/2021
Death,2018,Place of Residence,Los Angeles,65 - 69 years,No,4600,06/10/2021
Death,2018,Place of Residence,Los Angeles,65 - 69 years,Unknown,202,06/10/2021
Death,2018,Place of Residence,Los Angeles,65 - 69 years,Yes,554,06/10/2021
Death,2018,Place of Residence,Los Angeles,70 - 74 years,No,4933,06/10/2021
Death,2018,Place of Residence,Los Angeles,70 - 74 years,Unknown,181,06/10/2021
Death,2018,Place of Residence,Los Angeles,70 - 74 years,Yes,926,06/10/2021
Death,2018,Place of Residence,Los Angeles,75 - 79 years,No,5434,06/10/2021
Death,2018,Place of Residence,Los Angeles,75 - 79 years,Unknown,168,06/10/2021
Death,2018,Place of Residence,Los Angeles,75 - 79 years,Yes,980,06/10/2021
Death,2018,Place of Residence,Los Angeles,80 - 84 years,No,6150,06/10/2021
Death,2018,Place of Residence,Los Angeles,80 - 84 years,Unknown,113,06/10/2021
Death,2018,Place of Residence,Los Angeles,80 - 84 years,Yes,1458,06/10/2021
Death,2018,Place of Residence,Los Angeles,85 - 89 years,No,6893,06/10/2021
Death,2018,Place of Residence,Los Angeles,85 - 89 years,Unknown,103,06/10/2021
Death,2018,Place of Residence,Los Angeles,85 - 89 years,Yes,1899,06/10/2021
Death,2018,Place of Residence,Los Angeles,90 - 94 years,No,6103,06/10/2021
Death,2018,Place of Residence,Los Angeles,90 - 94 years,Unknown,48,06/10/2021
Death,2018,Place of Residence,Los Angeles,90 - 94 years,Yes,1586,06/10/2021
Death,2018,Place of Residence,Los Angeles,95 - 99 years,No,3177,06/10/2021
Death,2018,Place of Residence,Los Angeles,95 - 99 years,Unknown,21,06/10/2021
Death,2018,Place of Residence,Los Angeles,95 - 99 years,Yes,778,06/10/2021
Death,2018,Place of Residence,Los Angeles,100 years and over,No,879,06/10/2021
Death,2018,Place of Residence,Los Angeles,100 years and over,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Los Angeles,100 years and over,Yes,109,06/10/2021
Death,2018,Place of Residence,Madera,Less than 1 year,No,<11,06/10/2021
Death,2018,Place of Residence,Madera,Less than 1 year,Unknown,0,06/10/2021
Death,2018,Place of Residence,Madera,Less than 1 year,Yes,0,06/10/2021
Death,2018,Place of Residence,Madera,1 - 4 years,No,<11,06/10/2021
Death,2018,Place of Residence,Madera,1 - 4 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Madera,1 - 4 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Madera,5 - 9 years,No,<11,06/10/2021
Death,2018,Place of Residence,Madera,5 - 9 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Madera,5 - 9 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Madera,10 - 14 years,No,<11,06/10/2021
Death,2018,Place of Residence,Madera,10 - 14 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Madera,10 - 14 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Madera,15 - 19 years,No,<11,06/10/2021
Death,2018,Place of Residence,Madera,15 - 19 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Madera,15 - 19 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Madera,20 - 24 years,No,<11,06/10/2021
Death,2018,Place of Residence,Madera,20 - 24 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Madera,20 - 24 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Madera,25 - 29 years,No,11,06/10/2021
Death,2018,Place of Residence,Madera,25 - 29 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Madera,25 - 29 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Madera,30 - 34 years,No,<11,06/10/2021
Death,2018,Place of Residence,Madera,30 - 34 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Madera,30 - 34 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Madera,35 - 39 years,No,14,06/10/2021
Death,2018,Place of Residence,Madera,35 - 39 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Madera,35 - 39 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Madera,40 - 44 years,No,17,06/10/2021
Death,2018,Place of Residence,Madera,40 - 44 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Madera,40 - 44 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Madera,45 - 49 years,No,26,06/10/2021
Death,2018,Place of Residence,Madera,45 - 49 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Madera,45 - 49 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Madera,50 - 54 years,No,43,06/10/2021
Death,2018,Place of Residence,Madera,50 - 54 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Madera,50 - 54 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Madera,55 - 59 years,No,51,06/10/2021
Death,2018,Place of Residence,Madera,55 - 59 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Madera,55 - 59 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Madera,60 - 64 years,No,84,06/10/2021
Death,2018,Place of Residence,Madera,60 - 64 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Madera,60 - 64 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Madera,65 - 69 years,No,106,06/10/2021
Death,2018,Place of Residence,Madera,65 - 69 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Madera,65 - 69 years,Yes,23,06/10/2021
Death,2018,Place of Residence,Madera,70 - 74 years,No,80,06/10/2021
Death,2018,Place of Residence,Madera,70 - 74 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Madera,70 - 74 years,Yes,28,06/10/2021
Death,2018,Place of Residence,Madera,75 - 79 years,No,94,06/10/2021
Death,2018,Place of Residence,Madera,75 - 79 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Madera,75 - 79 years,Yes,36,06/10/2021
Death,2018,Place of Residence,Madera,80 - 84 years,No,95,06/10/2021
Death,2018,Place of Residence,Madera,80 - 84 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Madera,80 - 84 years,Yes,37,06/10/2021
Death,2018,Place of Residence,Madera,85 - 89 years,No,77,06/10/2021
Death,2018,Place of Residence,Madera,85 - 89 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Madera,85 - 89 years,Yes,51,06/10/2021
Death,2018,Place of Residence,Madera,90 - 94 years,No,63,06/10/2021
Death,2018,Place of Residence,Madera,90 - 94 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Madera,90 - 94 years,Yes,31,06/10/2021
Death,2018,Place of Residence,Madera,95 - 99 years,No,34,06/10/2021
Death,2018,Place of Residence,Madera,95 - 99 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Madera,95 - 99 years,Yes,12,06/10/2021
Death,2018,Place of Residence,Madera,100 years and over,No,<11,06/10/2021
Death,2018,Place of Residence,Madera,100 years and over,Unknown,0,06/10/2021
Death,2018,Place of Residence,Madera,100 years and over,Yes,0,06/10/2021
Death,2018,Place of Residence,Marin,Less than 1 year,No,<11,06/10/2021
Death,2018,Place of Residence,Marin,Less than 1 year,Unknown,0,06/10/2021
Death,2018,Place of Residence,Marin,Less than 1 year,Yes,0,06/10/2021
Death,2018,Place of Residence,Marin,1 - 4 years,No,0,06/10/2021
Death,2018,Place of Residence,Marin,1 - 4 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Marin,1 - 4 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Marin,5 - 9 years,No,0,06/10/2021
Death,2018,Place of Residence,Marin,5 - 9 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Marin,5 - 9 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Marin,10 - 14 years,No,<11,06/10/2021
Death,2018,Place of Residence,Marin,10 - 14 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Marin,10 - 14 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Marin,15 - 19 years,No,<11,06/10/2021
Death,2018,Place of Residence,Marin,15 - 19 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Marin,15 - 19 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Marin,20 - 24 years,No,<11,06/10/2021
Death,2018,Place of Residence,Marin,20 - 24 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Marin,20 - 24 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Marin,25 - 29 years,No,<11,06/10/2021
Death,2018,Place of Residence,Marin,25 - 29 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Marin,25 - 29 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Marin,30 - 34 years,No,<11,06/10/2021
Death,2018,Place of Residence,Marin,30 - 34 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Marin,30 - 34 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Marin,35 - 39 years,No,16,06/10/2021
Death,2018,Place of Residence,Marin,35 - 39 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Marin,35 - 39 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Marin,40 - 44 years,No,15,06/10/2021
Death,2018,Place of Residence,Marin,40 - 44 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Marin,40 - 44 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Marin,45 - 49 years,No,20,06/10/2021
Death,2018,Place of Residence,Marin,45 - 49 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Marin,45 - 49 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Marin,50 - 54 years,No,34,06/10/2021
Death,2018,Place of Residence,Marin,50 - 54 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Marin,50 - 54 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Marin,55 - 59 years,No,66,06/10/2021
Death,2018,Place of Residence,Marin,55 - 59 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Marin,55 - 59 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Marin,60 - 64 years,No,76,06/10/2021
Death,2018,Place of Residence,Marin,60 - 64 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Marin,60 - 64 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Marin,65 - 69 years,No,120,06/10/2021
Death,2018,Place of Residence,Marin,65 - 69 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Marin,65 - 69 years,Yes,15,06/10/2021
Death,2018,Place of Residence,Marin,70 - 74 years,No,133,06/10/2021
Death,2018,Place of Residence,Marin,70 - 74 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Marin,70 - 74 years,Yes,38,06/10/2021
Death,2018,Place of Residence,Marin,75 - 79 years,No,181,06/10/2021
Death,2018,Place of Residence,Marin,75 - 79 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Marin,75 - 79 years,Yes,48,06/10/2021
Death,2018,Place of Residence,Marin,80 - 84 years,No,196,06/10/2021
Death,2018,Place of Residence,Marin,80 - 84 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Marin,80 - 84 years,Yes,68,06/10/2021
Death,2018,Place of Residence,Marin,85 - 89 years,No,211,06/10/2021
Death,2018,Place of Residence,Marin,85 - 89 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Marin,85 - 89 years,Yes,96,06/10/2021
Death,2018,Place of Residence,Marin,90 - 94 years,No,217,06/10/2021
Death,2018,Place of Residence,Marin,90 - 94 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Marin,90 - 94 years,Yes,96,06/10/2021
Death,2018,Place of Residence,Marin,95 - 99 years,No,128,06/10/2021
Death,2018,Place of Residence,Marin,95 - 99 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Marin,95 - 99 years,Yes,58,06/10/2021
Death,2018,Place of Residence,Marin,100 years and over,No,36,06/10/2021
Death,2018,Place of Residence,Marin,100 years and over,Unknown,0,06/10/2021
Death,2018,Place of Residence,Marin,100 years and over,Yes,<11,06/10/2021
Death,2018,Place of Residence,Mariposa,Less than 1 year,No,<11,06/10/2021
Death,2018,Place of Residence,Mariposa,Less than 1 year,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mariposa,Less than 1 year,Yes,0,06/10/2021
Death,2018,Place of Residence,Mariposa,1 - 4 years,No,0,06/10/2021
Death,2018,Place of Residence,Mariposa,1 - 4 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mariposa,1 - 4 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Mariposa,5 - 9 years,No,0,06/10/2021
Death,2018,Place of Residence,Mariposa,5 - 9 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mariposa,5 - 9 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Mariposa,10 - 14 years,No,0,06/10/2021
Death,2018,Place of Residence,Mariposa,10 - 14 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mariposa,10 - 14 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Mariposa,15 - 19 years,No,0,06/10/2021
Death,2018,Place of Residence,Mariposa,15 - 19 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mariposa,15 - 19 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Mariposa,20 - 24 years,No,<11,06/10/2021
Death,2018,Place of Residence,Mariposa,20 - 24 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mariposa,20 - 24 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Mariposa,25 - 29 years,No,0,06/10/2021
Death,2018,Place of Residence,Mariposa,25 - 29 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mariposa,25 - 29 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Mariposa,30 - 34 years,No,0,06/10/2021
Death,2018,Place of Residence,Mariposa,30 - 34 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mariposa,30 - 34 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Mariposa,35 - 39 years,No,<11,06/10/2021
Death,2018,Place of Residence,Mariposa,35 - 39 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mariposa,35 - 39 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Mariposa,40 - 44 years,No,<11,06/10/2021
Death,2018,Place of Residence,Mariposa,40 - 44 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mariposa,40 - 44 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Mariposa,45 - 49 years,No,<11,06/10/2021
Death,2018,Place of Residence,Mariposa,45 - 49 years,Unknown,0,06/10/2021
