Year_of_Death,County_of_Residence,Age,Marital_Status,Total_Deaths_marital,age_cat,marital_cat,Description
2017,Yuba,35 - 39 years,Never Married,6,9,3,rural
2017,Yuba,35 - 39 years,Unknown,0,9,4,rural
2017,Yuba,35 - 39 years,Divorced,6,9,1,rural
2017,Yuba,40 - 44 years,Married (including SRDP),6,10,2,rural
2017,Yuba,40 - 44 years,Widowed,0,10,5,rural
2017,Yuba,40 - 44 years,Divorced,6,10,1,rural
2017,Yuba,40 - 44 years,Never Married,6,10,3,rural
2017,Yuba,40 - 44 years,Unknown,0,10,4,rural
2017,Yuba,45 - 49 years,Married (including SRDP),6,11,2,rural
2017,Yuba,45 - 49 years,Widowed,6,11,5,rural
2017,Yuba,45 - 49 years,Never Married,6,11,3,rural
2017,Yuba,45 - 49 years,Unknown,0,11,4,rural
2017,Yuba,45 - 49 years,Divorced,6,11,1,rural
2017,Yuba,50 - 54 years,Widowed,6,12,5,rural
2017,Yuba,50 - 54 years,Divorced,6,12,1,rural
2017,Yuba,50 - 54 years,Never Married,6,12,3,rural
2017,Yuba,50 - 54 years,Unknown,6,12,4,rural
2017,Yuba,50 - 54 years,Married (including SRDP),11,12,2,rural
2017,Yuba,55 - 59 years,Married (including SRDP),27,13,2,rural
2017,Yuba,55 - 59 years,Widowed,6,13,5,rural
2017,Yuba,55 - 59 years,Divorced,20,13,1,rural
2017,Yuba,55 - 59 years,Never Married,6,13,3,rural
2017,Yuba,55 - 59 years,Unknown,0,13,4,rural
2017,Yuba,60 - 64 years,Married (including SRDP),35,14,2,rural
2017,Yuba,60 - 64 years,Widowed,6,14,5,rural
2017,Yuba,60 - 64 years,Divorced,29,14,1,rural
2017,Yuba,60 - 64 years,Never Married,6,14,3,rural
2017,Yuba,60 - 64 years,Unknown,6,14,4,rural
2017,Yuba,65 - 69 years,Married (including SRDP),29,15,2,rural
2017,Yuba,65 - 69 years,Divorced,21,15,1,rural
2017,Yuba,65 - 69 years,Never Married,15,15,3,rural
2017,Yuba,65 - 69 years,Unknown,0,15,4,rural
2017,Yuba,65 - 69 years,Widowed,18,15,5,rural
2017,Yuba,70 - 74 years,Married (including SRDP),33,16,2,rural
2017,Yuba,70 - 74 years,Widowed,16,16,5,rural
2017,Yuba,70 - 74 years,Divorced,20,16,1,rural
2017,Yuba,70 - 74 years,Never Married,6,16,3,rural
2017,Yuba,70 - 74 years,Unknown,6,16,4,rural
2017,Yuba,75 - 79 years,Married (including SRDP),38,17,2,rural
2017,Yuba,75 - 79 years,Widowed,22,17,5,rural
2017,Yuba,75 - 79 years,Divorced,17,17,1,rural
2017,Yuba,75 - 79 years,Unknown,6,17,4,rural
2017,Yuba,75 - 79 years,Never Married,6,17,3,rural
2017,Yuba,80 - 84 years,Married (including SRDP),36,18,2,rural
2017,Yuba,80 - 84 years,Widowed,37,18,5,rural
2017,Yuba,80 - 84 years,Never Married,6,18,3,rural
2017,Yuba,80 - 84 years,Unknown,0,18,4,rural
2017,Yuba,80 - 84 years,Divorced,14,18,1,rural
2017,Yuba,85 - 89 years,Married (including SRDP),24,19,2,rural
2017,Yuba,85 - 89 years,Widowed,43,19,5,rural
2017,Yuba,85 - 89 years,Divorced,6,19,1,rural
2017,Yuba,85 - 89 years,Never Married,0,19,3,rural
2017,Yuba,85 - 89 years,Unknown,0,19,4,rural
2017,Yuba,90 - 94 years,Widowed,32,20,5,rural
2017,Yuba,90 - 94 years,Divorced,6,20,1,rural
2017,Yuba,90 - 94 years,Never Married,0,20,3,rural
2017,Yuba,90 - 94 years,Unknown,0,20,4,rural
2017,Yuba,90 - 94 years,Married (including SRDP),6,20,2,rural
2017,Yuba,95 - 99 years,Married (including SRDP),6,21,2,rural
2017,Yuba,95 - 99 years,Widowed,13,21,5,rural
2017,Yuba,95 - 99 years,Divorced,6,21,1,rural
2017,Yuba,95 - 99 years,Unknown,0,21,4,rural
2017,Yuba,95 - 99 years,Never Married,0,21,3,rural
2017,Yuba,100 years and over,Married (including SRDP),0,22,2,rural
2017,Yuba,100 years and over,Widowed,6,22,5,rural
2017,Yuba,100 years and over,Divorced,0,22,1,rural
2017,Yuba,100 years and over,Never Married,0,22,3,rural
2017,Yuba,100 years and over,Unknown,0,22,4,rural
2018,Alameda,Less than 1 year,Widowed,0,1,5,urban
2018,Alameda,Less than 1 year,Married (including SRDP),0,1,2,urban
2018,Alameda,Less than 1 year,Divorced,0,1,1,urban
2018,Alameda,Less than 1 year,Unknown,0,1,4,urban
2018,Alameda,Less than 1 year,Never Married,58,1,3,urban
2018,Alameda,1 - 4 years,Divorced,0,2,1,urban
2018,Alameda,1 - 4 years,Widowed,0,2,5,urban
2018,Alameda,1 - 4 years,Unknown,0,2,4,urban
2018,Alameda,1 - 4 years,Married (including SRDP),0,2,2,urban
2018,Alameda,1 - 4 years,Never Married,6,2,3,urban
2018,Alameda,5 - 9 years,Unknown,0,3,4,urban
2018,Alameda,5 - 9 years,Widowed,0,3,5,urban
2018,Alameda,5 - 9 years,Married (including SRDP),0,3,2,urban
2018,Alameda,5 - 9 years,Divorced,0,3,1,urban
2018,Alameda,5 - 9 years,Never Married,6,3,3,urban
2018,Alameda,10 - 14 years,Unknown,0,4,4,urban
2018,Alameda,10 - 14 years,Divorced,0,4,1,urban
2018,Alameda,10 - 14 years,Never Married,12,4,3,urban
2018,Alameda,10 - 14 years,Widowed,0,4,5,urban
2018,Alameda,10 - 14 years,Married (including SRDP),0,4,2,urban
2018,Alameda,15 - 19 years,Married (including SRDP),6,5,2,urban
2018,Alameda,15 - 19 years,Divorced,0,5,1,urban
2018,Alameda,15 - 19 years,Widowed,0,5,5,urban
2018,Alameda,15 - 19 years,Never Married,39,5,3,urban
2018,Alameda,15 - 19 years,Unknown,0,5,4,urban
2018,Alameda,20 - 24 years,Divorced,6,6,1,urban
2018,Alameda,20 - 24 years,Married (including SRDP),0,6,2,urban
2018,Alameda,20 - 24 years,Never Married,62,6,3,urban
2018,Alameda,20 - 24 years,Widowed,0,6,5,urban
2018,Alameda,20 - 24 years,Unknown,0,6,4,urban
2018,Alameda,25 - 29 years,Married (including SRDP),6,7,2,urban
2018,Alameda,25 - 29 years,Never Married,71,7,3,urban
2018,Alameda,25 - 29 years,Unknown,0,7,4,urban
2018,Alameda,25 - 29 years,Widowed,0,7,5,urban
2018,Alameda,25 - 29 years,Divorced,6,7,1,urban
2018,Alameda,30 - 34 years,Unknown,6,8,4,urban
2018,Alameda,30 - 34 years,Never Married,72,8,3,urban
2018,Alameda,30 - 34 years,Divorced,6,8,1,urban
2018,Alameda,30 - 34 years,Widowed,0,8,5,urban
2018,Alameda,30 - 34 years,Married (including SRDP),14,8,2,urban
2018,Alameda,35 - 39 years,Never Married,76,9,3,urban
2018,Alameda,35 - 39 years,Widowed,0,9,5,urban
2018,Alameda,35 - 39 years,Married (including SRDP),32,9,2,urban
2018,Alameda,35 - 39 years,Divorced,6,9,1,urban
2018,Alameda,35 - 39 years,Unknown,6,9,4,urban
2018,Alameda,40 - 44 years,Unknown,6,10,4,urban
2018,Alameda,40 - 44 years,Widowed,6,10,5,urban
2018,Alameda,40 - 44 years,Never Married,71,10,3,urban
2018,Alameda,40 - 44 years,Married (including SRDP),61,10,2,urban
2018,Alameda,40 - 44 years,Divorced,24,10,1,urban
2018,Alameda,45 - 49 years,Widowed,6,11,5,urban
2018,Alameda,45 - 49 years,Divorced,40,11,1,urban
2018,Alameda,45 - 49 years,Unknown,6,11,4,urban
2018,Alameda,45 - 49 years,Never Married,97,11,3,urban
2018,Alameda,45 - 49 years,Married (including SRDP),85,11,2,urban
2018,Alameda,50 - 54 years,Unknown,6,12,4,urban
2018,Alameda,50 - 54 years,Widowed,16,12,5,urban
2018,Alameda,50 - 54 years,Married (including SRDP),121,12,2,urban
2018,Alameda,50 - 54 years,Divorced,62,12,1,urban
2018,Alameda,50 - 54 years,Never Married,128,12,3,urban
2018,Alameda,55 - 59 years,Married (including SRDP),204,13,2,urban
2018,Alameda,55 - 59 years,Divorced,112,13,1,urban
2018,Alameda,55 - 59 years,Never Married,176,13,3,urban
2018,Alameda,55 - 59 years,Widowed,20,13,5,urban
2018,Alameda,55 - 59 years,Unknown,11,13,4,urban
2018,Alameda,60 - 64 years,Widowed,50,14,5,urban
2018,Alameda,60 - 64 years,Unknown,26,14,4,urban
2018,Alameda,60 - 64 years,Married (including SRDP),307,14,2,urban
2018,Alameda,60 - 64 years,Never Married,189,14,3,urban
2018,Alameda,60 - 64 years,Divorced,161,14,1,urban
2018,Alameda,65 - 69 years,Unknown,21,15,4,urban
2018,Alameda,65 - 69 years,Married (including SRDP),346,15,2,urban
2018,Alameda,65 - 69 years,Widowed,86,15,5,urban
2018,Alameda,65 - 69 years,Never Married,162,15,3,urban
2018,Alameda,65 - 69 years,Divorced,209,15,1,urban
2018,Alameda,70 - 74 years,Never Married,125,16,3,urban
2018,Alameda,70 - 74 years,Married (including SRDP),428,16,2,urban
2018,Alameda,70 - 74 years,Unknown,12,16,4,urban
2018,Alameda,70 - 74 years,Divorced,223,16,1,urban
2018,Alameda,70 - 74 years,Widowed,138,16,5,urban
2018,Alameda,75 - 79 years,Widowed,242,17,5,urban
2018,Alameda,75 - 79 years,Divorced,207,17,1,urban
2018,Alameda,75 - 79 years,Never Married,115,17,3,urban
2018,Alameda,75 - 79 years,Unknown,6,17,4,urban
2018,Alameda,75 - 79 years,Married (including SRDP),510,17,2,urban
2018,Alameda,80 - 84 years,Never Married,75,18,3,urban
2018,Alameda,80 - 84 years,Widowed,452,18,5,urban
2018,Alameda,80 - 84 years,Unknown,6,18,4,urban
2018,Alameda,80 - 84 years,Married (including SRDP),534,18,2,urban
2018,Alameda,80 - 84 years,Divorced,191,18,1,urban
2018,Alameda,85 - 89 years,Married (including SRDP),413,19,2,urban
2018,Alameda,85 - 89 years,Widowed,654,19,5,urban
2018,Alameda,85 - 89 years,Divorced,166,19,1,urban
2018,Alameda,85 - 89 years,Never Married,65,19,3,urban
2018,Alameda,85 - 89 years,Unknown,6,19,4,urban
2018,Alameda,90 - 94 years,Unknown,6,20,4,urban
2018,Alameda,90 - 94 years,Divorced,121,20,1,urban
2018,Alameda,90 - 94 years,Widowed,848,20,5,urban
2018,Alameda,90 - 94 years,Married (including SRDP),291,20,2,urban
2018,Alameda,90 - 94 years,Never Married,56,20,3,urban
2018,Alameda,95 - 99 years,Unknown,0,21,4,urban
2018,Alameda,95 - 99 years,Widowed,462,21,5,urban
2018,Alameda,95 - 99 years,Never Married,27,21,3,urban
2018,Alameda,95 - 99 years,Divorced,42,21,1,urban
2018,Alameda,95 - 99 years,Married (including SRDP),78,21,2,urban
2018,Alameda,100 years and over,Widowed,126,22,5,urban
2018,Alameda,100 years and over,Married (including SRDP),6,22,2,urban
2018,Alameda,100 years and over,Divorced,12,22,1,urban
2018,Alameda,100 years and over,Never Married,6,22,3,urban
2018,Alameda,100 years and over,Unknown,6,22,4,urban
2018,Alpine,Less than 1 year,Married (including SRDP),0,1,2,rural
2018,Alpine,Less than 1 year,Widowed,0,1,5,rural
2018,Alpine,Less than 1 year,Divorced,0,1,1,rural
2018,Alpine,Less than 1 year,Unknown,0,1,4,rural
2018,Alpine,Less than 1 year,Never Married,0,1,3,rural
2018,Alpine,1 - 4 years,Married (including SRDP),0,2,2,rural
2018,Alpine,1 - 4 years,Divorced,0,2,1,rural
2018,Alpine,1 - 4 years,Unknown,0,2,4,rural
2018,Alpine,1 - 4 years,Widowed,0,2,5,rural
2018,Alpine,1 - 4 years,Never Married,0,2,3,rural
2018,Alpine,5 - 9 years,Widowed,0,3,5,rural
2018,Alpine,5 - 9 years,Married (including SRDP),0,3,2,rural
2018,Alpine,5 - 9 years,Divorced,0,3,1,rural
2018,Alpine,5 - 9 years,Never Married,0,3,3,rural
2018,Alpine,5 - 9 years,Unknown,0,3,4,rural
2018,Alpine,10 - 14 years,Divorced,0,4,1,rural
2018,Alpine,10 - 14 years,Married (including SRDP),0,4,2,rural
2018,Alpine,10 - 14 years,Widowed,0,4,5,rural
2018,Alpine,10 - 14 years,Never Married,0,4,3,rural
2018,Alpine,10 - 14 years,Unknown,0,4,4,rural
2018,Alpine,15 - 19 years,Unknown,0,5,4,rural
2018,Alpine,15 - 19 years,Divorced,0,5,1,rural
2018,Alpine,15 - 19 years,Widowed,0,5,5,rural
2018,Alpine,15 - 19 years,Married (including SRDP),0,5,2,rural
2018,Alpine,15 - 19 years,Never Married,0,5,3,rural
2018,Alpine,20 - 24 years,Divorced,0,6,1,rural
2018,Alpine,20 - 24 years,Married (including SRDP),0,6,2,rural
2018,Alpine,20 - 24 years,Never Married,0,6,3,rural
2018,Alpine,20 - 24 years,Widowed,0,6,5,rural
2018,Alpine,20 - 24 years,Unknown,0,6,4,rural
2018,Alpine,25 - 29 years,Married (including SRDP),6,7,2,rural
2018,Alpine,25 - 29 years,Never Married,0,7,3,rural
2018,Alpine,25 - 29 years,Widowed,0,7,5,rural
2018,Alpine,25 - 29 years,Divorced,0,7,1,rural
2018,Alpine,25 - 29 years,Unknown,0,7,4,rural
2018,Alpine,30 - 34 years,Widowed,0,8,5,rural
2018,Alpine,30 - 34 years,Married (including SRDP),0,8,2,rural
2018,Alpine,30 - 34 years,Never Married,0,8,3,rural
2018,Alpine,30 - 34 years,Unknown,0,8,4,rural
2018,Alpine,30 - 34 years,Divorced,0,8,1,rural
2018,Alpine,35 - 39 years,Unknown,0,9,4,rural
2018,Alpine,35 - 39 years,Divorced,0,9,1,rural
2018,Alpine,35 - 39 years,Married (including SRDP),0,9,2,rural
2018,Alpine,35 - 39 years,Widowed,0,9,5,rural
2018,Alpine,35 - 39 years,Never Married,6,9,3,rural
2018,Alpine,40 - 44 years,Divorced,0,10,1,rural
2018,Alpine,40 - 44 years,Unknown,0,10,4,rural
2018,Alpine,40 - 44 years,Widowed,0,10,5,rural
2018,Alpine,40 - 44 years,Married (including SRDP),0,10,2,rural
2018,Alpine,40 - 44 years,Never Married,0,10,3,rural
2018,Alpine,45 - 49 years,Unknown,0,11,4,rural
2018,Alpine,45 - 49 years,Married (including SRDP),0,11,2,rural
2018,Alpine,45 - 49 years,Divorced,0,11,1,rural
2018,Alpine,45 - 49 years,Widowed,0,11,5,rural
2018,Alpine,45 - 49 years,Never Married,6,11,3,rural
2018,Alpine,50 - 54 years,Married (including SRDP),6,12,2,rural
2018,Alpine,50 - 54 years,Unknown,0,12,4,rural
2018,Alpine,50 - 54 years,Widowed,0,12,5,rural
2018,Alpine,50 - 54 years,Never Married,0,12,3,rural
2018,Alpine,50 - 54 years,Divorced,0,12,1,rural
2018,Alpine,55 - 59 years,Unknown,0,13,4,rural
2018,Alpine,55 - 59 years,Married (including SRDP),0,13,2,rural
2018,Alpine,55 - 59 years,Widowed,0,13,5,rural
2018,Alpine,55 - 59 years,Never Married,6,13,3,rural
2018,Alpine,55 - 59 years,Divorced,6,13,1,rural
2018,Alpine,60 - 64 years,Divorced,0,14,1,rural
2018,Alpine,60 - 64 years,Never Married,0,14,3,rural
2018,Alpine,60 - 64 years,Unknown,0,14,4,rural
2018,Alpine,60 - 64 years,Married (including SRDP),6,14,2,rural
2018,Alpine,60 - 64 years,Widowed,6,14,5,rural
2018,Alpine,65 - 69 years,Widowed,0,15,5,rural
2018,Alpine,65 - 69 years,Unknown,0,15,4,rural
2018,Alpine,65 - 69 years,Divorced,0,15,1,rural
2018,Alpine,65 - 69 years,Married (including SRDP),6,15,2,rural
2018,Alpine,65 - 69 years,Never Married,6,15,3,rural
2018,Alpine,70 - 74 years,Widowed,0,16,5,rural
2018,Alpine,70 - 74 years,Married (including SRDP),6,16,2,rural
2018,Alpine,70 - 74 years,Divorced,6,16,1,rural
2018,Alpine,70 - 74 years,Never Married,0,16,3,rural
2018,Alpine,70 - 74 years,Unknown,0,16,4,rural
2018,Alpine,75 - 79 years,Never Married,0,17,3,rural
2018,Alpine,75 - 79 years,Divorced,0,17,1,rural
2018,Alpine,75 - 79 years,Widowed,6,17,5,rural
2018,Alpine,75 - 79 years,Married (including SRDP),6,17,2,rural
2018,Alpine,75 - 79 years,Unknown,0,17,4,rural
2018,Alpine,80 - 84 years,Widowed,0,18,5,rural
2018,Alpine,80 - 84 years,Never Married,0,18,3,rural
2018,Alpine,80 - 84 years,Married (including SRDP),6,18,2,rural
2018,Alpine,80 - 84 years,Divorced,6,18,1,rural
2018,Alpine,80 - 84 years,Unknown,0,18,4,rural
2018,Alpine,85 - 89 years,Divorced,6,19,1,rural
2018,Alpine,85 - 89 years,Widowed,6,19,5,rural
2018,Alpine,85 - 89 years,Never Married,0,19,3,rural
2018,Alpine,85 - 89 years,Unknown,0,19,4,rural
2018,Alpine,85 - 89 years,Married (including SRDP),6,19,2,rural
2018,Alpine,90 - 94 years,Married (including SRDP),0,20,2,rural
2018,Alpine,90 - 94 years,Widowed,6,20,5,rural
2018,Alpine,90 - 94 years,Unknown,0,20,4,rural
2018,Alpine,90 - 94 years,Never Married,0,20,3,rural
2018,Alpine,90 - 94 years,Divorced,0,20,1,rural
2018,Alpine,95 - 99 years,Widowed,6,21,5,rural
2018,Alpine,95 - 99 years,Never Married,0,21,3,rural
2018,Alpine,95 - 99 years,Divorced,0,21,1,rural
2018,Alpine,95 - 99 years,Unknown,0,21,4,rural
2018,Alpine,95 - 99 years,Married (including SRDP),0,21,2,rural
2018,Alpine,100 years and over,Divorced,0,22,1,rural
2018,Alpine,100 years and over,Unknown,0,22,4,rural
2018,Alpine,100 years and over,Never Married,0,22,3,rural
2018,Alpine,100 years and over,Widowed,0,22,5,rural
2018,Alpine,100 years and over,Married (including SRDP),0,22,2,rural
2018,Amador,Less than 1 year,Widowed,0,1,5,rural
2018,Amador,Less than 1 year,Unknown,0,1,4,rural
2018,Amador,Less than 1 year,Divorced,0,1,1,rural
2018,Amador,Less than 1 year,Married (including SRDP),0,1,2,rural
2018,Amador,Less than 1 year,Never Married,0,1,3,rural
2018,Amador,1 - 4 years,Married (including SRDP),0,2,2,rural
2018,Amador,1 - 4 years,Never Married,0,2,3,rural
2018,Amador,1 - 4 years,Widowed,0,2,5,rural
2018,Amador,1 - 4 years,Unknown,0,2,4,rural
2018,Amador,1 - 4 years,Divorced,0,2,1,rural
2018,Amador,5 - 9 years,Widowed,0,3,5,rural
2018,Amador,5 - 9 years,Divorced,0,3,1,rural
2018,Amador,5 - 9 years,Unknown,0,3,4,rural
2018,Amador,5 - 9 years,Never Married,6,3,3,rural
2018,Amador,5 - 9 years,Married (including SRDP),0,3,2,rural
2018,Amador,10 - 14 years,Never Married,6,4,3,rural
2018,Amador,10 - 14 years,Unknown,0,4,4,rural
2018,Amador,10 - 14 years,Divorced,0,4,1,rural
2018,Amador,10 - 14 years,Married (including SRDP),0,4,2,rural
2018,Amador,10 - 14 years,Widowed,0,4,5,rural
2018,Amador,15 - 19 years,Unknown,0,5,4,rural
2018,Amador,15 - 19 years,Never Married,6,5,3,rural
2018,Amador,15 - 19 years,Divorced,0,5,1,rural
2018,Amador,15 - 19 years,Widowed,0,5,5,rural
2018,Amador,15 - 19 years,Married (including SRDP),0,5,2,rural
2018,Amador,20 - 24 years,Widowed,0,6,5,rural
2018,Amador,20 - 24 years,Never Married,6,6,3,rural
2018,Amador,20 - 24 years,Divorced,0,6,1,rural
2018,Amador,20 - 24 years,Married (including SRDP),0,6,2,rural
2018,Amador,20 - 24 years,Unknown,0,6,4,rural
2018,Amador,25 - 29 years,Widowed,0,7,5,rural
2018,Amador,25 - 29 years,Divorced,0,7,1,rural
2018,Amador,25 - 29 years,Never Married,6,7,3,rural
2018,Amador,25 - 29 years,Married (including SRDP),0,7,2,rural
2018,Amador,25 - 29 years,Unknown,0,7,4,rural
2018,Amador,30 - 34 years,Never Married,6,8,3,rural
2018,Amador,30 - 34 years,Widowed,0,8,5,rural
2018,Amador,30 - 34 years,Married (including SRDP),6,8,2,rural
2018,Amador,30 - 34 years,Divorced,0,8,1,rural
2018,Amador,30 - 34 years,Unknown,0,8,4,rural
2018,Amador,35 - 39 years,Unknown,0,9,4,rural
2018,Amador,35 - 39 years,Widowed,0,9,5,rural
2018,Amador,35 - 39 years,Divorced,6,9,1,rural
2018,Amador,35 - 39 years,Never Married,6,9,3,rural
2018,Amador,35 - 39 years,Married (including SRDP),6,9,2,rural
2018,Amador,40 - 44 years,Married (including SRDP),6,10,2,rural
2018,Amador,40 - 44 years,Unknown,0,10,4,rural
2018,Amador,40 - 44 years,Never Married,6,10,3,rural
2018,Amador,40 - 44 years,Divorced,6,10,1,rural
2018,Amador,40 - 44 years,Widowed,0,10,5,rural
2018,Amador,45 - 49 years,Unknown,6,11,4,rural
2018,Amador,45 - 49 years,Married (including SRDP),6,11,2,rural
2018,Amador,45 - 49 years,Divorced,0,11,1,rural
2018,Amador,45 - 49 years,Never Married,6,11,3,rural
2018,Amador,45 - 49 years,Widowed,0,11,5,rural
2018,Amador,50 - 54 years,Divorced,6,12,1,rural
2018,Amador,50 - 54 years,Widowed,0,12,5,rural
2018,Amador,50 - 54 years,Never Married,6,12,3,rural
2018,Amador,50 - 54 years,Married (including SRDP),6,12,2,rural
2018,Amador,50 - 54 years,Unknown,0,12,4,rural
2018,Amador,55 - 59 years,Never Married,6,13,3,rural
2018,Amador,55 - 59 years,Widowed,0,13,5,rural
2018,Amador,55 - 59 years,Unknown,6,13,4,rural
2018,Amador,55 - 59 years,Divorced,6,13,1,rural
2018,Amador,55 - 59 years,Married (including SRDP),6,13,2,rural
2018,Amador,60 - 64 years,Never Married,6,14,3,rural
2018,Amador,60 - 64 years,Divorced,15,14,1,rural
2018,Amador,60 - 64 years,Widowed,6,14,5,rural
2018,Amador,60 - 64 years,Unknown,0,14,4,rural
2018,Amador,60 - 64 years,Married (including SRDP),6,14,2,rural
2018,Amador,65 - 69 years,Never Married,6,15,3,rural
2018,Amador,65 - 69 years,Widowed,6,15,5,rural
2018,Amador,65 - 69 years,Married (including SRDP),19,15,2,rural
2018,Amador,65 - 69 years,Divorced,11,15,1,rural
2018,Amador,65 - 69 years,Unknown,0,15,4,rural
2018,Amador,70 - 74 years,Unknown,6,16,4,rural
2018,Amador,70 - 74 years,Divorced,6,16,1,rural
2018,Amador,70 - 74 years,Married (including SRDP),25,16,2,rural
2018,Amador,70 - 74 years,Never Married,6,16,3,rural
2018,Amador,70 - 74 years,Widowed,6,16,5,rural
2018,Amador,75 - 79 years,Married (including SRDP),28,17,2,rural
2018,Amador,75 - 79 years,Widowed,13,17,5,rural
2018,Amador,75 - 79 years,Divorced,14,17,1,rural
2018,Amador,75 - 79 years,Never Married,6,17,3,rural
2018,Amador,75 - 79 years,Unknown,6,17,4,rural
2018,Amador,80 - 84 years,Divorced,11,18,1,rural
2018,Amador,80 - 84 years,Never Married,6,18,3,rural
2018,Amador,80 - 84 years,Married (including SRDP),27,18,2,rural
2018,Amador,80 - 84 years,Unknown,0,18,4,rural
2018,Amador,80 - 84 years,Widowed,24,18,5,rural
2018,Amador,85 - 89 years,Widowed,27,19,5,rural
2018,Amador,85 - 89 years,Never Married,6,19,3,rural
2018,Amador,85 - 89 years,Divorced,6,19,1,rural
2018,Amador,85 - 89 years,Unknown,0,19,4,rural
2018,Amador,85 - 89 years,Married (including SRDP),20,19,2,rural
2018,Amador,90 - 94 years,Widowed,33,20,5,rural
2018,Amador,90 - 94 years,Divorced,6,20,1,rural
2018,Amador,90 - 94 years,Married (including SRDP),17,20,2,rural
2018,Amador,90 - 94 years,Unknown,0,20,4,rural
2018,Amador,90 - 94 years,Never Married,6,20,3,rural
2018,Amador,95 - 99 years,Married (including SRDP),6,21,2,rural
2018,Amador,95 - 99 years,Widowed,17,21,5,rural
2018,Amador,95 - 99 years,Divorced,6,21,1,rural
2018,Amador,95 - 99 years,Never Married,6,21,3,rural
2018,Amador,95 - 99 years,Unknown,0,21,4,rural
2018,Amador,100 years and over,Divorced,0,22,1,rural
2018,Amador,100 years and over,Never Married,0,22,3,rural
2018,Amador,100 years and over,Widowed,6,22,5,rural
2018,Amador,100 years and over,Unknown,0,22,4,rural
2018,Amador,100 years and over,Married (including SRDP),6,22,2,rural
2018,Butte,Less than 1 year,Divorced,0,1,1,suburban
2018,Butte,Less than 1 year,Married (including SRDP),0,1,2,suburban
2018,Butte,Less than 1 year,Widowed,0,1,5,suburban
2018,Butte,Less than 1 year,Unknown,0,1,4,suburban
2018,Butte,Less than 1 year,Never Married,6,1,3,suburban
2018,Butte,1 - 4 years,Unknown,0,2,4,suburban
2018,Butte,1 - 4 years,Divorced,0,2,1,suburban
2018,Butte,1 - 4 years,Married (including SRDP),0,2,2,suburban
2018,Butte,1 - 4 years,Widowed,0,2,5,suburban
2018,Butte,1 - 4 years,Never Married,6,2,3,suburban
2018,Butte,5 - 9 years,Married (including SRDP),0,3,2,suburban
2018,Butte,5 - 9 years,Never Married,6,3,3,suburban
2018,Butte,5 - 9 years,Widowed,0,3,5,suburban
2018,Butte,5 - 9 years,Divorced,0,3,1,suburban
2018,Butte,5 - 9 years,Unknown,0,3,4,suburban
2018,Butte,10 - 14 years,Widowed,0,4,5,suburban
2018,Butte,10 - 14 years,Unknown,0,4,4,suburban
2018,Butte,10 - 14 years,Never Married,6,4,3,suburban
2018,Butte,10 - 14 years,Divorced,0,4,1,suburban
2018,Butte,10 - 14 years,Married (including SRDP),0,4,2,suburban
2018,Butte,15 - 19 years,Unknown,0,5,4,suburban
2018,Butte,15 - 19 years,Married (including SRDP),0,5,2,suburban
2018,Butte,15 - 19 years,Never Married,6,5,3,suburban
2018,Butte,15 - 19 years,Widowed,0,5,5,suburban
2018,Butte,15 - 19 years,Divorced,0,5,1,suburban
2018,Butte,20 - 24 years,Married (including SRDP),0,6,2,suburban
2018,Butte,20 - 24 years,Divorced,0,6,1,suburban
2018,Butte,20 - 24 years,Unknown,0,6,4,suburban
2018,Butte,20 - 24 years,Never Married,18,6,3,suburban
2018,Butte,20 - 24 years,Widowed,0,6,5,suburban
2018,Butte,25 - 29 years,Unknown,0,7,4,suburban
2018,Butte,25 - 29 years,Never Married,16,7,3,suburban
2018,Butte,25 - 29 years,Divorced,6,7,1,suburban
2018,Butte,25 - 29 years,Widowed,0,7,5,suburban
2018,Butte,25 - 29 years,Married (including SRDP),6,7,2,suburban
2018,Butte,30 - 34 years,Widowed,0,8,5,suburban
2018,Butte,30 - 34 years,Divorced,6,8,1,suburban
2018,Butte,30 - 34 years,Unknown,0,8,4,suburban
2018,Butte,30 - 34 years,Married (including SRDP),6,8,2,suburban
2018,Butte,30 - 34 years,Never Married,11,8,3,suburban
2018,Butte,35 - 39 years,Unknown,6,9,4,suburban
2018,Butte,35 - 39 years,Never Married,18,9,3,suburban
2018,Butte,35 - 39 years,Divorced,6,9,1,suburban
2018,Butte,35 - 39 years,Married (including SRDP),6,9,2,suburban
2018,Butte,35 - 39 years,Widowed,0,9,5,suburban
2018,Butte,40 - 44 years,Never Married,15,10,3,suburban
2018,Butte,40 - 44 years,Widowed,6,10,5,suburban
2018,Butte,40 - 44 years,Divorced,6,10,1,suburban
2018,Butte,40 - 44 years,Married (including SRDP),6,10,2,suburban
2018,Butte,40 - 44 years,Unknown,0,10,4,suburban
2018,Butte,45 - 49 years,Divorced,13,11,1,suburban
2018,Butte,45 - 49 years,Married (including SRDP),16,11,2,suburban
2018,Butte,45 - 49 years,Never Married,16,11,3,suburban
2018,Butte,45 - 49 years,Unknown,0,11,4,suburban
2018,Butte,45 - 49 years,Widowed,6,11,5,suburban
2018,Butte,50 - 54 years,Never Married,25,12,3,suburban
2018,Butte,50 - 54 years,Unknown,6,12,4,suburban
2018,Butte,50 - 54 years,Widowed,6,12,5,suburban
2018,Butte,50 - 54 years,Divorced,19,12,1,suburban
