Year_of_Death,County_of_Residence,Age,Education_Level,Total_Deaths_Education
2018,Nevada,70 - 74 years,Less than High School,12
2018,Nevada,70 - 74 years,High School Graduate or GED Completed,29
2018,Nevada,70 - 74 years,"Some College Credit, No 4-Year Degree",40
2018,Nevada,70 - 74 years,Bachelor's Degree,26
2018,Nevada,70 - 74 years,Graduate Degree,11
2018,Nevada,70 - 74 years,Unknown,0
2018,Nevada,75 - 79 years,Less than High School,10
2018,Nevada,75 - 79 years,High School Graduate or GED Completed,37
2018,Nevada,75 - 79 years,"Some College Credit, No 4-Year Degree",37
2018,Nevada,75 - 79 years,Bachelor's Degree,15
2018,Nevada,75 - 79 years,Graduate Degree,15
2018,Nevada,75 - 79 years,Unknown,10
2018,Nevada,80 - 84 years,Less than High School,10
2018,Nevada,80 - 84 years,High School Graduate or GED Completed,59
2018,Nevada,80 - 84 years,"Some College Credit, No 4-Year Degree",36
2018,Nevada,80 - 84 years,Bachelor's Degree,20
2018,Nevada,80 - 84 years,Graduate Degree,14
2018,Nevada,80 - 84 years,Unknown,10
2018,Nevada,85 - 89 years,Less than High School,10
2018,Nevada,85 - 89 years,High School Graduate or GED Completed,44
2018,Nevada,85 - 89 years,"Some College Credit, No 4-Year Degree",46
2018,Nevada,85 - 89 years,Bachelor's Degree,33
2018,Nevada,85 - 89 years,Graduate Degree,16
2018,Nevada,85 - 89 years,Unknown,0
2018,Nevada,90 - 94 years,Less than High School,13
2018,Nevada,90 - 94 years,High School Graduate or GED Completed,62
2018,Nevada,90 - 94 years,"Some College Credit, No 4-Year Degree",37
2018,Nevada,90 - 94 years,Bachelor's Degree,21
2018,Nevada,90 - 94 years,Graduate Degree,10
2018,Nevada,90 - 94 years,Unknown,10
2018,Nevada,95 - 99 years,Less than High School,10
2018,Nevada,95 - 99 years,High School Graduate or GED Completed,43
2018,Nevada,95 - 99 years,"Some College Credit, No 4-Year Degree",20
2018,Nevada,95 - 99 years,Bachelor's Degree,11
2018,Nevada,95 - 99 years,Graduate Degree,10
2018,Nevada,95 - 99 years,Unknown,0
2018,Nevada,100 years and over,Less than High School,10
2018,Nevada,100 years and over,High School Graduate or GED Completed,10
2018,Nevada,100 years and over,"Some College Credit, No 4-Year Degree",10
2018,Nevada,100 years and over,Bachelor's Degree,10
2018,Nevada,100 years and over,Graduate Degree,10
2018,Nevada,100 years and over,Unknown,0
2018,Orange,Less than 1 year,Less than High School,112
2018,Orange,Less than 1 year,High School Graduate or GED Completed,0
2018,Orange,Less than 1 year,"Some College Credit, No 4-Year Degree",0
2018,Orange,Less than 1 year,Bachelor's Degree,0
2018,Orange,Less than 1 year,Graduate Degree,0
2018,Orange,Less than 1 year,Unknown,10
2018,Orange,1 - 4 years,Less than High School,17
2018,Orange,1 - 4 years,High School Graduate or GED Completed,0
2018,Orange,1 - 4 years,"Some College Credit, No 4-Year Degree",0
2018,Orange,1 - 4 years,Bachelor's Degree,0
2018,Orange,1 - 4 years,Graduate Degree,0
2018,Orange,1 - 4 years,Unknown,0
2018,Orange,5 - 9 years,Less than High School,13
2018,Orange,5 - 9 years,High School Graduate or GED Completed,0
2018,Orange,5 - 9 years,"Some College Credit, No 4-Year Degree",0
2018,Orange,5 - 9 years,Bachelor's Degree,0
2018,Orange,5 - 9 years,Graduate Degree,0
2018,Orange,5 - 9 years,Unknown,0
2018,Orange,10 - 14 years,Less than High School,23
2018,Orange,10 - 14 years,High School Graduate or GED Completed,0
2018,Orange,10 - 14 years,"Some College Credit, No 4-Year Degree",0
2018,Orange,10 - 14 years,Bachelor's Degree,0
2018,Orange,10 - 14 years,Graduate Degree,0
2018,Orange,10 - 14 years,Unknown,0
2018,Orange,15 - 19 years,Less than High School,44
2018,Orange,15 - 19 years,High School Graduate or GED Completed,17
2018,Orange,15 - 19 years,"Some College Credit, No 4-Year Degree",19
2018,Orange,15 - 19 years,Bachelor's Degree,0
2018,Orange,15 - 19 years,Graduate Degree,0
2018,Orange,15 - 19 years,Unknown,0
2018,Orange,20 - 24 years,Less than High School,17
2018,Orange,20 - 24 years,High School Graduate or GED Completed,55
2018,Orange,20 - 24 years,"Some College Credit, No 4-Year Degree",61
2018,Orange,20 - 24 years,Bachelor's Degree,12
2018,Orange,20 - 24 years,Graduate Degree,0
2018,Orange,20 - 24 years,Unknown,10
2018,Orange,25 - 29 years,Less than High School,26
2018,Orange,25 - 29 years,High School Graduate or GED Completed,57
2018,Orange,25 - 29 years,"Some College Credit, No 4-Year Degree",58
2018,Orange,25 - 29 years,Bachelor's Degree,17
2018,Orange,25 - 29 years,Graduate Degree,10
2018,Orange,25 - 29 years,Unknown,0
2018,Orange,30 - 34 years,Less than High School,15
2018,Orange,30 - 34 years,High School Graduate or GED Completed,57
2018,Orange,30 - 34 years,"Some College Credit, No 4-Year Degree",50
2018,Orange,30 - 34 years,Bachelor's Degree,28
2018,Orange,30 - 34 years,Graduate Degree,10
2018,Orange,30 - 34 years,Unknown,10
2018,Orange,35 - 39 years,Less than High School,29
2018,Orange,35 - 39 years,High School Graduate or GED Completed,70
2018,Orange,35 - 39 years,"Some College Credit, No 4-Year Degree",67
2018,Orange,35 - 39 years,Bachelor's Degree,36
2018,Orange,35 - 39 years,Graduate Degree,10
2018,Orange,35 - 39 years,Unknown,10
2018,Orange,40 - 44 years,Less than High School,43
2018,Orange,40 - 44 years,High School Graduate or GED Completed,87
2018,Orange,40 - 44 years,"Some College Credit, No 4-Year Degree",52
2018,Orange,40 - 44 years,Bachelor's Degree,36
2018,Orange,40 - 44 years,Graduate Degree,15
2018,Orange,40 - 44 years,Unknown,10
2018,Orange,45 - 49 years,Less than High School,92
2018,Orange,45 - 49 years,High School Graduate or GED Completed,131
2018,Orange,45 - 49 years,"Some College Credit, No 4-Year Degree",83
2018,Orange,45 - 49 years,Bachelor's Degree,69
2018,Orange,45 - 49 years,Graduate Degree,30
2018,Orange,45 - 49 years,Unknown,10
2018,Orange,50 - 54 years,Less than High School,104
2018,Orange,50 - 54 years,High School Graduate or GED Completed,218
2018,Orange,50 - 54 years,"Some College Credit, No 4-Year Degree",139
2018,Orange,50 - 54 years,Bachelor's Degree,91
2018,Orange,50 - 54 years,Graduate Degree,57
2018,Orange,50 - 54 years,Unknown,15
2018,Orange,55 - 59 years,Less than High School,165
2018,Orange,55 - 59 years,High School Graduate or GED Completed,304
2018,Orange,55 - 59 years,"Some College Credit, No 4-Year Degree",239
2018,Orange,55 - 59 years,Bachelor's Degree,153
2018,Orange,55 - 59 years,Graduate Degree,74
2018,Orange,55 - 59 years,Unknown,22
2018,Orange,60 - 64 years,Less than High School,200
2018,Orange,60 - 64 years,High School Graduate or GED Completed,387
2018,Orange,60 - 64 years,"Some College Credit, No 4-Year Degree",330
2018,Orange,60 - 64 years,Bachelor's Degree,196
2018,Orange,60 - 64 years,Graduate Degree,99
2018,Orange,60 - 64 years,Unknown,43
2018,Orange,65 - 69 years,Less than High School,157
2018,Orange,65 - 69 years,High School Graduate or GED Completed,442
2018,Orange,65 - 69 years,"Some College Credit, No 4-Year Degree",367
2018,Orange,65 - 69 years,Bachelor's Degree,268
2018,Orange,65 - 69 years,Graduate Degree,148
2018,Orange,65 - 69 years,Unknown,41
2018,Orange,70 - 74 years,Less than High School,187
2018,Orange,70 - 74 years,High School Graduate or GED Completed,508
2018,Orange,70 - 74 years,"Some College Credit, No 4-Year Degree",493
2018,Orange,70 - 74 years,Bachelor's Degree,373
2018,Orange,70 - 74 years,Graduate Degree,219
2018,Orange,70 - 74 years,Unknown,48
2018,Orange,75 - 79 years,Less than High School,255
2018,Orange,75 - 79 years,High School Graduate or GED Completed,649
2018,Orange,75 - 79 years,"Some College Credit, No 4-Year Degree",549
2018,Orange,75 - 79 years,Bachelor's Degree,439
2018,Orange,75 - 79 years,Graduate Degree,312
2018,Orange,75 - 79 years,Unknown,36
2018,Orange,80 - 84 years,Less than High School,357
2018,Orange,80 - 84 years,High School Graduate or GED Completed,848
2018,Orange,80 - 84 years,"Some College Credit, No 4-Year Degree",616
2018,Orange,80 - 84 years,Bachelor's Degree,528
2018,Orange,80 - 84 years,Graduate Degree,325
2018,Orange,80 - 84 years,Unknown,40
2018,Orange,85 - 89 years,Less than High School,464
2018,Orange,85 - 89 years,High School Graduate or GED Completed,1058
2018,Orange,85 - 89 years,"Some College Credit, No 4-Year Degree",675
2018,Orange,85 - 89 years,Bachelor's Degree,557
2018,Orange,85 - 89 years,Graduate Degree,394
2018,Orange,85 - 89 years,Unknown,45
2018,Orange,90 - 94 years,Less than High School,415
2018,Orange,90 - 94 years,High School Graduate or GED Completed,1071
2018,Orange,90 - 94 years,"Some College Credit, No 4-Year Degree",592
2018,Orange,90 - 94 years,Bachelor's Degree,497
2018,Orange,90 - 94 years,Graduate Degree,323
2018,Orange,90 - 94 years,Unknown,32
2018,Orange,95 - 99 years,Less than High School,222
2018,Orange,95 - 99 years,High School Graduate or GED Completed,547
2018,Orange,95 - 99 years,"Some College Credit, No 4-Year Degree",324
2018,Orange,95 - 99 years,Bachelor's Degree,200
2018,Orange,95 - 99 years,Graduate Degree,129
2018,Orange,95 - 99 years,Unknown,13
2018,Orange,100 years and over,Less than High School,61
2018,Orange,100 years and over,High School Graduate or GED Completed,103
2018,Orange,100 years and over,"Some College Credit, No 4-Year Degree",66
2018,Orange,100 years and over,Bachelor's Degree,37
2018,Orange,100 years and over,Graduate Degree,27
2018,Orange,100 years and over,Unknown,10
2018,Placer,Less than 1 year,Less than High School,10
2018,Placer,Less than 1 year,High School Graduate or GED Completed,0
2018,Placer,Less than 1 year,"Some College Credit, No 4-Year Degree",0
2018,Placer,Less than 1 year,Bachelor's Degree,0
2018,Placer,Less than 1 year,Graduate Degree,0
2018,Placer,Less than 1 year,Unknown,0
2018,Placer,1 - 4 years,Less than High School,10
2018,Placer,1 - 4 years,High School Graduate or GED Completed,0
2018,Placer,1 - 4 years,"Some College Credit, No 4-Year Degree",0
2018,Placer,1 - 4 years,Bachelor's Degree,0
2018,Placer,1 - 4 years,Graduate Degree,0
2018,Placer,1 - 4 years,Unknown,0
2018,Placer,5 - 9 years,Less than High School,10
2018,Placer,5 - 9 years,High School Graduate or GED Completed,0
2018,Placer,5 - 9 years,"Some College Credit, No 4-Year Degree",0
2018,Placer,5 - 9 years,Bachelor's Degree,0
2018,Placer,5 - 9 years,Graduate Degree,0
2018,Placer,5 - 9 years,Unknown,0
2018,Placer,10 - 14 years,Less than High School,10
2018,Placer,10 - 14 years,High School Graduate or GED Completed,0
2018,Placer,10 - 14 years,"Some College Credit, No 4-Year Degree",0
2018,Placer,10 - 14 years,Bachelor's Degree,0
2018,Placer,10 - 14 years,Graduate Degree,0
2018,Placer,10 - 14 years,Unknown,0
2018,Placer,15 - 19 years,Less than High School,10
2018,Placer,15 - 19 years,High School Graduate or GED Completed,10
2018,Placer,15 - 19 years,"Some College Credit, No 4-Year Degree",10
2018,Placer,15 - 19 years,Bachelor's Degree,0
2018,Placer,15 - 19 years,Graduate Degree,0
2018,Placer,15 - 19 years,Unknown,0
2018,Placer,20 - 24 years,Less than High School,10
2018,Placer,20 - 24 years,High School Graduate or GED Completed,10
2018,Placer,20 - 24 years,"Some College Credit, No 4-Year Degree",10
2018,Placer,20 - 24 years,Bachelor's Degree,0
2018,Placer,20 - 24 years,Graduate Degree,0
2018,Placer,20 - 24 years,Unknown,0
2018,Placer,25 - 29 years,Less than High School,10
2018,Placer,25 - 29 years,High School Graduate or GED Completed,10
2018,Placer,25 - 29 years,"Some College Credit, No 4-Year Degree",10
2018,Placer,25 - 29 years,Bachelor's Degree,10
2018,Placer,25 - 29 years,Graduate Degree,10
2018,Placer,25 - 29 years,Unknown,0
2018,Placer,30 - 34 years,Less than High School,10
2018,Placer,30 - 34 years,High School Graduate or GED Completed,12
2018,Placer,30 - 34 years,"Some College Credit, No 4-Year Degree",10
2018,Placer,30 - 34 years,Bachelor's Degree,10
2018,Placer,30 - 34 years,Graduate Degree,0
2018,Placer,30 - 34 years,Unknown,0
2018,Placer,35 - 39 years,Less than High School,10
2018,Placer,35 - 39 years,High School Graduate or GED Completed,10
2018,Placer,35 - 39 years,"Some College Credit, No 4-Year Degree",10
2018,Placer,35 - 39 years,Bachelor's Degree,10
2018,Placer,35 - 39 years,Graduate Degree,10
2018,Placer,35 - 39 years,Unknown,0
2018,Placer,40 - 44 years,Less than High School,10
2018,Placer,40 - 44 years,High School Graduate or GED Completed,10
2018,Placer,40 - 44 years,"Some College Credit, No 4-Year Degree",10
2018,Placer,40 - 44 years,Bachelor's Degree,12
2018,Placer,40 - 44 years,Graduate Degree,10
2018,Placer,40 - 44 years,Unknown,0
2018,Placer,45 - 49 years,Less than High School,10
2018,Placer,45 - 49 years,High School Graduate or GED Completed,20
2018,Placer,45 - 49 years,"Some College Credit, No 4-Year Degree",10
2018,Placer,45 - 49 years,Bachelor's Degree,12
2018,Placer,45 - 49 years,Graduate Degree,10
2018,Placer,45 - 49 years,Unknown,0
2018,Placer,50 - 54 years,Less than High School,10
2018,Placer,50 - 54 years,High School Graduate or GED Completed,27
2018,Placer,50 - 54 years,"Some College Credit, No 4-Year Degree",17
2018,Placer,50 - 54 years,Bachelor's Degree,13
2018,Placer,50 - 54 years,Graduate Degree,10
2018,Placer,50 - 54 years,Unknown,10
2018,Placer,55 - 59 years,Less than High School,20
2018,Placer,55 - 59 years,High School Graduate or GED Completed,42
2018,Placer,55 - 59 years,"Some College Credit, No 4-Year Degree",43
2018,Placer,55 - 59 years,Bachelor's Degree,14
2018,Placer,55 - 59 years,Graduate Degree,10
2018,Placer,55 - 59 years,Unknown,10
2018,Placer,60 - 64 years,Less than High School,15
2018,Placer,60 - 64 years,High School Graduate or GED Completed,82
2018,Placer,60 - 64 years,"Some College Credit, No 4-Year Degree",63
2018,Placer,60 - 64 years,Bachelor's Degree,17
2018,Placer,60 - 64 years,Graduate Degree,11
2018,Placer,60 - 64 years,Unknown,10
2018,Placer,65 - 69 years,Less than High School,13
2018,Placer,65 - 69 years,High School Graduate or GED Completed,78
2018,Placer,65 - 69 years,"Some College Credit, No 4-Year Degree",78
2018,Placer,65 - 69 years,Bachelor's Degree,40
2018,Placer,65 - 69 years,Graduate Degree,25
2018,Placer,65 - 69 years,Unknown,10
2018,Placer,70 - 74 years,Less than High School,17
2018,Placer,70 - 74 years,High School Graduate or GED Completed,107
2018,Placer,70 - 74 years,"Some College Credit, No 4-Year Degree",113
2018,Placer,70 - 74 years,Bachelor's Degree,47
2018,Placer,70 - 74 years,Graduate Degree,37
2018,Placer,70 - 74 years,Unknown,10
2018,Placer,75 - 79 years,Less than High School,25
2018,Placer,75 - 79 years,High School Graduate or GED Completed,129
2018,Placer,75 - 79 years,"Some College Credit, No 4-Year Degree",114
2018,Placer,75 - 79 years,Bachelor's Degree,66
2018,Placer,75 - 79 years,Graduate Degree,50
2018,Placer,75 - 79 years,Unknown,10
2018,Placer,80 - 84 years,Less than High School,35
2018,Placer,80 - 84 years,High School Graduate or GED Completed,174
2018,Placer,80 - 84 years,"Some College Credit, No 4-Year Degree",141
2018,Placer,80 - 84 years,Bachelor's Degree,88
2018,Placer,80 - 84 years,Graduate Degree,50
2018,Placer,80 - 84 years,Unknown,10
2018,Placer,85 - 89 years,Less than High School,52
2018,Placer,85 - 89 years,High School Graduate or GED Completed,223
2018,Placer,85 - 89 years,"Some College Credit, No 4-Year Degree",142
2018,Placer,85 - 89 years,Bachelor's Degree,94
2018,Placer,85 - 89 years,Graduate Degree,58
2018,Placer,85 - 89 years,Unknown,10
2018,Placer,90 - 94 years,Less than High School,41
2018,Placer,90 - 94 years,High School Graduate or GED Completed,188
2018,Placer,90 - 94 years,"Some College Credit, No 4-Year Degree",123
2018,Placer,90 - 94 years,Bachelor's Degree,80
2018,Placer,90 - 94 years,Graduate Degree,25
2018,Placer,90 - 94 years,Unknown,10
2018,Placer,95 - 99 years,Less than High School,34
2018,Placer,95 - 99 years,High School Graduate or GED Completed,90
2018,Placer,95 - 99 years,"Some College Credit, No 4-Year Degree",50
2018,Placer,95 - 99 years,Bachelor's Degree,42
2018,Placer,95 - 99 years,Graduate Degree,16
2018,Placer,95 - 99 years,Unknown,10
2018,Placer,100 years and over,Less than High School,10
2018,Placer,100 years and over,High School Graduate or GED Completed,27
2018,Placer,100 years and over,"Some College Credit, No 4-Year Degree",10
2018,Placer,100 years and over,Bachelor's Degree,10
2018,Placer,100 years and over,Graduate Degree,10
2018,Placer,100 years and over,Unknown,10
2018,Plumas,Less than 1 year,Less than High School,10
2018,Plumas,Less than 1 year,High School Graduate or GED Completed,0
2018,Plumas,Less than 1 year,"Some College Credit, No 4-Year Degree",0
2018,Plumas,Less than 1 year,Bachelor's Degree,0
2018,Plumas,Less than 1 year,Graduate Degree,0
2018,Plumas,Less than 1 year,Unknown,0
2018,Plumas,1 - 4 years,Less than High School,0
2018,Plumas,1 - 4 years,High School Graduate or GED Completed,0
2018,Plumas,1 - 4 years,"Some College Credit, No 4-Year Degree",0
2018,Plumas,1 - 4 years,Bachelor's Degree,0
2018,Plumas,1 - 4 years,Graduate Degree,0
2018,Plumas,1 - 4 years,Unknown,0
2018,Plumas,5 - 9 years,Less than High School,10
2018,Plumas,5 - 9 years,High School Graduate or GED Completed,0
2018,Plumas,5 - 9 years,"Some College Credit, No 4-Year Degree",0
2018,Plumas,5 - 9 years,Bachelor's Degree,0
2018,Plumas,5 - 9 years,Graduate Degree,0
2018,Plumas,5 - 9 years,Unknown,0
2018,Plumas,10 - 14 years,Less than High School,0
2018,Plumas,10 - 14 years,High School Graduate or GED Completed,0
2018,Plumas,10 - 14 years,"Some College Credit, No 4-Year Degree",0
2018,Plumas,10 - 14 years,Bachelor's Degree,0
2018,Plumas,10 - 14 years,Graduate Degree,0
2018,Plumas,10 - 14 years,Unknown,0
2018,Plumas,15 - 19 years,Less than High School,0
2018,Plumas,15 - 19 years,High School Graduate or GED Completed,0
2018,Plumas,15 - 19 years,"Some College Credit, No 4-Year Degree",0
2018,Plumas,15 - 19 years,Bachelor's Degree,0
2018,Plumas,15 - 19 years,Graduate Degree,0
2018,Plumas,15 - 19 years,Unknown,0
2018,Plumas,20 - 24 years,Less than High School,10
2018,Plumas,20 - 24 years,High School Graduate or GED Completed,0
2018,Plumas,20 - 24 years,"Some College Credit, No 4-Year Degree",10
2018,Plumas,20 - 24 years,Bachelor's Degree,0
2018,Plumas,20 - 24 years,Graduate Degree,0
2018,Plumas,20 - 24 years,Unknown,0
2018,Plumas,25 - 29 years,Less than High School,0
2018,Plumas,25 - 29 years,High School Graduate or GED Completed,0
2018,Plumas,25 - 29 years,"Some College Credit, No 4-Year Degree",10
2018,Plumas,25 - 29 years,Bachelor's Degree,0
2018,Plumas,25 - 29 years,Graduate Degree,0
2018,Plumas,25 - 29 years,Unknown,0
2018,Plumas,30 - 34 years,Less than High School,0
2018,Plumas,30 - 34 years,High School Graduate or GED Completed,0
2018,Plumas,30 - 34 years,"Some College Credit, No 4-Year Degree",10
2018,Plumas,30 - 34 years,Bachelor's Degree,0
2018,Plumas,30 - 34 years,Graduate Degree,0
2018,Plumas,30 - 34 years,Unknown,0
2018,Plumas,35 - 39 years,Less than High School,0
2018,Plumas,35 - 39 years,High School Graduate or GED Completed,10
2018,Plumas,35 - 39 years,"Some College Credit, No 4-Year Degree",10
2018,Plumas,35 - 39 years,Bachelor's Degree,0
2018,Plumas,35 - 39 years,Graduate Degree,0
2018,Plumas,35 - 39 years,Unknown,0
2018,Plumas,40 - 44 years,Less than High School,0
2018,Plumas,40 - 44 years,High School Graduate or GED Completed,10
2018,Plumas,40 - 44 years,"Some College Credit, No 4-Year Degree",10
2018,Plumas,40 - 44 years,Bachelor's Degree,0
2018,Plumas,40 - 44 years,Graduate Degree,0
2018,Plumas,40 - 44 years,Unknown,0
2018,Plumas,45 - 49 years,Less than High School,0
2018,Plumas,45 - 49 years,High School Graduate or GED Completed,0
2018,Plumas,45 - 49 years,"Some College Credit, No 4-Year Degree",10
2018,Plumas,45 - 49 years,Bachelor's Degree,0
2018,Plumas,45 - 49 years,Graduate Degree,0
2018,Plumas,45 - 49 years,Unknown,0
2018,Plumas,50 - 54 years,Less than High School,10
2018,Plumas,50 - 54 years,High School Graduate or GED Completed,10
2018,Plumas,50 - 54 years,"Some College Credit, No 4-Year Degree",10
2018,Plumas,50 - 54 years,Bachelor's Degree,10
2018,Plumas,50 - 54 years,Graduate Degree,0
2018,Plumas,50 - 54 years,Unknown,0
2018,Plumas,55 - 59 years,Less than High School,0
2018,Plumas,55 - 59 years,High School Graduate or GED Completed,10
2018,Plumas,55 - 59 years,"Some College Credit, No 4-Year Degree",10
2018,Plumas,55 - 59 years,Bachelor's Degree,0
2018,Plumas,55 - 59 years,Graduate Degree,0
2018,Plumas,55 - 59 years,Unknown,0
2018,Plumas,60 - 64 years,Less than High School,10
2018,Plumas,60 - 64 years,High School Graduate or GED Completed,11
2018,Plumas,60 - 64 years,"Some College Credit, No 4-Year Degree",10
2018,Plumas,60 - 64 years,Bachelor's Degree,10
2018,Plumas,60 - 64 years,Graduate Degree,10
2018,Plumas,60 - 64 years,Unknown,0
2018,Plumas,65 - 69 years,Less than High School,10
2018,Plumas,65 - 69 years,High School Graduate or GED Completed,11
2018,Plumas,65 - 69 years,"Some College Credit, No 4-Year Degree",10
2018,Plumas,65 - 69 years,Bachelor's Degree,10
2018,Plumas,65 - 69 years,Graduate Degree,10
2018,Plumas,65 - 69 years,Unknown,0
2018,Plumas,70 - 74 years,Less than High School,10
2018,Plumas,70 - 74 years,High School Graduate or GED Completed,11
2018,Plumas,70 - 74 years,"Some College Credit, No 4-Year Degree",13
2018,Plumas,70 - 74 years,Bachelor's Degree,10
2018,Plumas,70 - 74 years,Graduate Degree,0
2018,Plumas,70 - 74 years,Unknown,0
2018,Plumas,75 - 79 years,Less than High School,10
2018,Plumas,75 - 79 years,High School Graduate or GED Completed,16
2018,Plumas,75 - 79 years,"Some College Credit, No 4-Year Degree",10
2018,Plumas,75 - 79 years,Bachelor's Degree,10
2018,Plumas,75 - 79 years,Graduate Degree,10
2018,Plumas,75 - 79 years,Unknown,0
2018,Plumas,80 - 84 years,Less than High School,10
2018,Plumas,80 - 84 years,High School Graduate or GED Completed,14
2018,Plumas,80 - 84 years,"Some College Credit, No 4-Year Degree",10
2018,Plumas,80 - 84 years,Bachelor's Degree,10
2018,Plumas,80 - 84 years,Graduate Degree,10
2018,Plumas,80 - 84 years,Unknown,0
2018,Plumas,85 - 89 years,Less than High School,10
2018,Plumas,85 - 89 years,High School Graduate or GED Completed,10
2018,Plumas,85 - 89 years,"Some College Credit, No 4-Year Degree",13
2018,Plumas,85 - 89 years,Bachelor's Degree,10
2018,Plumas,85 - 89 years,Graduate Degree,10
2018,Plumas,85 - 89 years,Unknown,10
2018,Plumas,90 - 94 years,Less than High School,10
2018,Plumas,90 - 94 years,High School Graduate or GED Completed,10
2018,Plumas,90 - 94 years,"Some College Credit, No 4-Year Degree",10
2018,Plumas,90 - 94 years,Bachelor's Degree,10
2018,Plumas,90 - 94 years,Graduate Degree,10
2018,Plumas,90 - 94 years,Unknown,0
2018,Plumas,95 - 99 years,Less than High School,0
2018,Plumas,95 - 99 years,High School Graduate or GED Completed,10
2018,Plumas,95 - 99 years,"Some College Credit, No 4-Year Degree",10
2018,Plumas,95 - 99 years,Bachelor's Degree,10
2018,Plumas,95 - 99 years,Graduate Degree,0
2018,Plumas,95 - 99 years,Unknown,0
2018,Plumas,100 years and over,Less than High School,0
2018,Plumas,100 years and over,High School Graduate or GED Completed,10
2018,Plumas,100 years and over,"Some College Credit, No 4-Year Degree",0
2018,Plumas,100 years and over,Bachelor's Degree,0
2018,Plumas,100 years and over,Graduate Degree,0
2018,Plumas,100 years and over,Unknown,0
2018,Riverside,Less than 1 year,Less than High School,119
2018,Riverside,Less than 1 year,High School Graduate or GED Completed,0
2018,Riverside,Less than 1 year,"Some College Credit, No 4-Year Degree",0
2018,Riverside,Less than 1 year,Bachelor's Degree,0
2018,Riverside,Less than 1 year,Graduate Degree,0
2018,Riverside,Less than 1 year,Unknown,0
2018,Riverside,1 - 4 years,Less than High School,26
2018,Riverside,1 - 4 years,High School Graduate or GED Completed,0
2018,Riverside,1 - 4 years,"Some College Credit, No 4-Year Degree",0
2018,Riverside,1 - 4 years,Bachelor's Degree,0
2018,Riverside,1 - 4 years,Graduate Degree,0
2018,Riverside,1 - 4 years,Unknown,0
2018,Riverside,5 - 9 years,Less than High School,22
2018,Riverside,5 - 9 years,High School Graduate or GED Completed,0
2018,Riverside,5 - 9 years,"Some College Credit, No 4-Year Degree",0
2018,Riverside,5 - 9 years,Bachelor's Degree,0
2018,Riverside,5 - 9 years,Graduate Degree,0
2018,Riverside,5 - 9 years,Unknown,0
2018,Riverside,10 - 14 years,Less than High School,11
2018,Riverside,10 - 14 years,High School Graduate or GED Completed,0
2018,Riverside,10 - 14 years,"Some College Credit, No 4-Year Degree",0
2018,Riverside,10 - 14 years,Bachelor's Degree,0
2018,Riverside,10 - 14 years,Graduate Degree,0
2018,Riverside,10 - 14 years,Unknown,0
2018,Riverside,15 - 19 years,Less than High School,33
2018,Riverside,15 - 19 years,High School Graduate or GED Completed,22
2018,Riverside,15 - 19 years,"Some College Credit, No 4-Year Degree",13
2018,Riverside,15 - 19 years,Bachelor's Degree,0
2018,Riverside,15 - 19 years,Graduate Degree,0
2018,Riverside,15 - 19 years,Unknown,10
2018,Riverside,20 - 24 years,Less than High School,28
2018,Riverside,20 - 24 years,High School Graduate or GED Completed,69
2018,Riverside,20 - 24 years,"Some College Credit, No 4-Year Degree",48
2018,Riverside,20 - 24 years,Bachelor's Degree,10
2018,Riverside,20 - 24 years,Graduate Degree,0
2018,Riverside,20 - 24 years,Unknown,0
2018,Riverside,25 - 29 years,Less than High School,32
2018,Riverside,25 - 29 years,High School Graduate or GED Completed,77
2018,Riverside,25 - 29 years,"Some College Credit, No 4-Year Degree",55
2018,Riverside,25 - 29 years,Bachelor's Degree,10
2018,Riverside,25 - 29 years,Graduate Degree,10
2018,Riverside,25 - 29 years,Unknown,10
2018,Riverside,30 - 34 years,Less than High School,42
2018,Riverside,30 - 34 years,High School Graduate or GED Completed,96
2018,Riverside,30 - 34 years,"Some College Credit, No 4-Year Degree",45
2018,Riverside,30 - 34 years,Bachelor's Degree,15
2018,Riverside,30 - 34 years,Graduate Degree,10
2018,Riverside,30 - 34 years,Unknown,10
2018,Riverside,35 - 39 years,Less than High School,49
2018,Riverside,35 - 39 years,High School Graduate or GED Completed,76
2018,Riverside,35 - 39 years,"Some College Credit, No 4-Year Degree",60
2018,Riverside,35 - 39 years,Bachelor's Degree,23
2018,Riverside,35 - 39 years,Graduate Degree,10
2018,Riverside,35 - 39 years,Unknown,10
2018,Riverside,40 - 44 years,Less than High School,51
2018,Riverside,40 - 44 years,High School Graduate or GED Completed,108
2018,Riverside,40 - 44 years,"Some College Credit, No 4-Year Degree",44
2018,Riverside,40 - 44 years,Bachelor's Degree,23
2018,Riverside,40 - 44 years,Graduate Degree,10
2018,Riverside,40 - 44 years,Unknown,10
2018,Riverside,45 - 49 years,Less than High School,86
2018,Riverside,45 - 49 years,High School Graduate or GED Completed,164
2018,Riverside,45 - 49 years,"Some College Credit, No 4-Year Degree",96
2018,Riverside,45 - 49 years,Bachelor's Degree,32
2018,Riverside,45 - 49 years,Graduate Degree,14
2018,Riverside,45 - 49 years,Unknown,12
2018,Riverside,50 - 54 years,Less than High School,143
2018,Riverside,50 - 54 years,High School Graduate or GED Completed,243
2018,Riverside,50 - 54 years,"Some College Credit, No 4-Year Degree",149
2018,Riverside,50 - 54 years,Bachelor's Degree,52
2018,Riverside,50 - 54 years,Graduate Degree,19
